Lower Case,Remove Stop Words,Stem,Test Size,Max Features,N-gram Range,TF,IDF,TFIDF,Accuracy,Functional-Method Precision,Functional-Method Recall,Functional-Method F1-Score,Functional-Method Support,Functional-Module Precision,Functional-Module Recall,Functional-Module F1-Score,Functional-Module Support,Functional-Inline Precision,Functional-Inline Recall,Functional-Inline F1-Score,Functional-Inline Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support
True,False,False,0.35,5000,(1 3),True,False,False,96.15384615384616,0.9841269841269841,0.9646393210749646,0.9742857142857143,707,0.8918918918918919,0.8389830508474576,0.8646288209606986,236,0.8552338530066815,0.9746192893401016,0.9110320284697508,394,0.75,0.6,0.6666666666666665,5,1.0,0.9974358974358974,0.9987163029525032,390,1.0,1.0,1.0,691,0.9811320754716981,0.7938931297709924,0.8776371308016877,131
True,False,False,0.35,5000,(1 3),False,False,True,95.92979835698281,0.9894736842105263,0.9536231884057971,0.9712177121771217,690,0.8936170212765957,0.8571428571428571,0.875,245,0.8444444444444444,0.9768637532133676,0.9058402860548271,389,0.8888888888888888,0.8,0.8421052631578948,10,0.9976190476190476,1.0,0.99880810488677,419,0.9985549132947977,1.0,0.9992769342010123,691,0.9603960396039604,0.7578125,0.8471615720524017,128
True,True,False,0.25,1000,(1 1),False,False,False,96.4152352501867,0.9860031104199067,0.9664634146341463,0.9761354888375674,656,0.918918918918919,0.8259109311740891,0.8699360341151385,247,0.8634259259259259,0.979002624671916,0.9175891758917589,381,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.9933184855233853,1.0,0.9966480446927374,446,1.0,1.0,1.0,674,0.9439252336448598,0.8211382113821138,0.8782608695652174,123
True,True,False,0.25,1000,(1 1),True,False,False,96.4152352501867,0.9866071428571429,0.9636627906976745,0.975,688,0.9181034482758621,0.8623481781376519,0.8893528183716075,247,0.8581235697940504,0.974025974025974,0.9124087591240876,385,0.9090909090909091,0.7692307692307693,0.8333333333333333,13,0.9976744186046511,0.9976744186046511,0.9976744186046511,430,1.0,1.0,1.0,683,0.9595959595959596,0.811965811965812,0.8796296296296297,117
True,True,False,0.25,1000,(1 1),False,False,True,96.2285287528006,0.9887798036465638,0.9631147540983607,0.9757785467128027,732,0.8917748917748918,0.8340080971659919,0.8619246861924686,247,0.854066985645933,0.9807692307692307,0.9130434782608695,364,1.0,0.7,0.8235294117647058,10,0.9929577464788732,0.9976415094339622,0.9952941176470589,424,1.0,1.0,1.0,669,0.9603960396039604,0.8290598290598291,0.8899082568807338,117
True,True,False,0.25,1000,(1 2),False,False,False,96.63928304705004,0.9865269461077845,0.966275659824047,0.9762962962962962,682,0.9227272727272727,0.8529411764705882,0.8864628820960698,238,0.8624708624708625,0.9762532981530343,0.9158415841584158,379,1.0,0.6666666666666666,0.8,9,0.9954441913439636,1.0,0.997716894977169,437,0.9985549132947977,1.0,0.9992769342010123,691,0.9807692307692307,0.8429752066115702,0.9066666666666666,121
True,True,False,0.25,1000,(1 2),True,False,False,96.67662434652726,0.989345509893455,0.9658246656760773,0.9774436090225563,673,0.9112903225806451,0.8625954198473282,0.8862745098039215,262,0.8769574944071589,0.98,0.9256198347107438,400,0.7777777777777778,0.875,0.823529411764706,8,0.9955257270693513,1.0,0.9977578475336324,445,1.0,1.0,1.0,643,0.9906542056074766,0.8346456692913385,0.9059829059829059,127
True,True,False,0.25,1000,(1 2),False,False,True,96.4152352501867,0.9939301972685888,0.9646539027982327,0.9790732436472346,679,0.9103139013452914,0.8565400843881856,0.8826086956521738,237,0.8514412416851441,0.9846153846153847,0.9131985731272294,390,0.75,0.6,0.6666666666666665,10,1.0,1.0,1.0,428,1.0,1.0,1.0,691,0.9719626168224299,0.7878787878787878,0.8702928870292888,132
True,True,False,0.25,1000,(1 3),False,False,False,96.67662434652726,0.9852941176470589,0.9654178674351584,0.9752547307132461,694,0.918918918918919,0.8535564853556485,0.8850325379609545,239,0.8677494199535963,0.9739583333333334,0.9177914110429448,384,1.0,0.6,0.7499999999999999,10,0.9976019184652278,0.9976019184652278,0.9976019184652278,417,1.0,1.0,1.0,700,0.9711538461538461,0.8706896551724138,0.9181818181818181,116
True,True,False,0.25,1000,(1 3),True,False,False,96.37789395070948,0.9887323943661972,0.9616438356164384,0.9750000000000001,730,0.8878048780487805,0.8666666666666667,0.8771084337349399,210,0.8581235697940504,0.984251968503937,0.9168704156479218,381,0.75,0.6,0.6666666666666665,10,0.9976190476190476,1.0,0.99880810488677,419,1.0,1.0,1.0,684,0.9891304347826086,0.7520661157024794,0.8544600938967136,121
True,True,False,0.25,1000,(1 3),False,False,True,96.37789395070948,0.9913669064748202,0.9609483960948396,0.9759206798866856,717,0.8947368421052632,0.864406779661017,0.8793103448275862,236,0.8597701149425288,0.9765013054830287,0.9144254278728606,383,0.75,0.6,0.6666666666666665,5,0.9977011494252873,1.0,0.9988492520138089,434,1.0,1.0,1.0,663,0.9622641509433962,0.8095238095238095,0.8793103448275862,126
True,True,False,0.25,5000,(1 1),False,False,False,95.92979835698281,0.9937205651491365,0.9518796992481203,0.9723502304147467,665,0.8841698841698842,0.8267148014440433,0.8544776119402986,277,0.8409090909090909,0.9711286089238845,0.9013398294762485,381,1.0,0.6,0.7499999999999999,5,0.9953703703703703,0.9976798143851509,0.996523754345307,431,1.0,1.0,1.0,690,0.967391304347826,0.8640776699029126,0.9128205128205128,103
True,True,False,0.25,5000,(1 1),True,False,False,96.71396564600448,0.9923312883435583,0.9613670133729569,0.9766037735849057,673,0.9344262295081968,0.8669201520912547,0.8994082840236687,263,0.8540145985401459,0.9831932773109243,0.9140625,357,0.9,0.9,0.9,10,0.9931506849315068,1.0,0.9965635738831615,435,1.0,0.9985795454545454,0.9992892679459844,704,0.9711538461538461,0.8416666666666667,0.9017857142857143,120
True,True,False,0.25,5000,(1 1),False,False,True,96.48991784914115,0.9878048780487805,0.9614243323442137,0.974436090225564,674,0.8913043478260869,0.8686440677966102,0.8798283261802575,236,0.8843813387423936,0.9775784753363229,0.9286474973375932,446,0.6666666666666666,0.3333333333333333,0.4444444444444444,6,0.9976470588235294,1.0,0.9988221436984689,424,1.0,1.0,1.0,641,0.9811320754716981,0.8253968253968254,0.8965517241379309,126
True,True,False,0.25,5000,(1 2),False,False,False,96.71396564600448,0.9925149700598802,0.9608695652173913,0.9764359351988217,690,0.8952380952380953,0.8468468468468469,0.8703703703703703,222,0.8724373576309795,0.9696202531645569,0.9184652278177458,395,0.6666666666666666,1.0,0.8,2,0.9977426636568849,1.0,0.9988700564971752,442,1.0,1.0,1.0,684,0.9711538461538461,0.8706896551724138,0.9181818181818181,116
True,True,False,0.25,5000,(1 2),True,False,False,96.15384615384616,0.9941176470588236,0.9548022598870056,0.9740634005763689,708,0.8789237668161435,0.8376068376068376,0.8577680525164114,234,0.8413793103448276,0.973404255319149,0.9025893958076449,376,0.75,0.75,0.75,8,1.0,1.0,1.0,435,1.0,1.0,1.0,678,0.989247311827957,0.8214285714285714,0.8975609756097561,112
True,True,False,0.25,5000,(1 2),False,False,True,96.37789395070948,0.9906976744186047,0.9580209895052474,0.9740853658536586,667,0.8717948717948718,0.85,0.8607594936708861,240,0.8808988764044944,0.9679012345679012,0.9223529411764706,405,0.9,0.75,0.8181818181818182,12,0.9930232558139535,1.0,0.9964994165694282,427,1.0,0.9985569985569985,0.9992779783393501,693,0.9607843137254902,0.8596491228070176,0.9074074074074074,114
True,True,False,0.25,5000,(1 3),False,False,False,96.00448095593727,0.9851190476190477,0.9566473988439307,0.9706744868035191,692,0.8744588744588745,0.831275720164609,0.8523206751054853,243,0.8584474885844748,0.9665809768637532,0.909310761789601,389,0.8,0.8,0.8000000000000002,10,0.9977628635346756,1.0,0.9988801791713325,446,0.9984825493171472,0.9984825493171472,0.9984825493171472,659,0.9813084112149533,0.8467741935483871,0.9090909090909091,124
True,True,False,0.25,5000,(1 3),True,False,False,96.26587005227782,0.9891808346213292,0.9453471196454948,0.9667673716012084,677,0.870722433460076,0.8875968992248062,0.8790786948176583,258,0.8738317757009346,0.9565217391304348,0.9133089133089134,391,0.8,0.6666666666666666,0.7272727272727272,6,1.0,1.0,1.0,451,1.0,1.0,1.0,657,0.968,0.8897058823529411,0.9272030651340996,136
True,True,False,0.25,5000,(1 3),False,False,True,96.00448095593727,0.9877862595419847,0.9556868537666174,0.9714714714714716,677,0.8957528957528957,0.8560885608856088,0.8754716981132076,271,0.8368794326241135,0.9752066115702479,0.9007633587786259,363,0.8888888888888888,0.8,0.8421052631578948,10,0.9976744186046511,0.9976744186046511,0.9976744186046511,430,1.0,1.0,1.0,668,0.990990990990991,0.8088235294117647,0.8906882591093118,136
True,True,False,0.3,1000,(1 1),False,False,False,96.45257654966393,0.9858956276445698,0.9654696132596685,0.9755757152826239,724,0.9039301310043668,0.8553719008264463,0.8789808917197452,242,0.8620689655172413,0.9695290858725761,0.9126466753585397,361,0.6363636363636364,0.7777777777777778,0.7000000000000001,9,1.0,1.0,1.0,421,1.0,1.0,1.0,652,0.9747899159663865,0.8405797101449275,0.9027237354085604,138
True,True,False,0.3,1000,(1 1),True,False,False,96.19118745332338,0.99079754601227,0.9613095238095238,0.9758308157099698,672,0.9212598425196851,0.8447653429602888,0.8813559322033898,277,0.8484848484848485,0.9824561403508771,0.9105691056910568,399,0.875,0.7777777777777778,0.823529411764706,9,0.9930875576036866,0.9976851851851852,0.9953810623556582,432,1.0,0.9984447900466563,0.9992217898832686,643,0.9795918367346939,0.8205128205128205,0.8930232558139535,117
True,True,False,0.3,1000,(1 1),False,False,True,96.56460044809559,0.9938744257274119,0.9657738095238095,0.979622641509434,672,0.9064039408866995,0.8214285714285714,0.8618266978922717,224,0.8549107142857143,0.979539641943734,0.9129916567342075,391,1.0,0.8571428571428571,0.923076923076923,7,0.9956427015250545,1.0,0.9978165938864628,457,1.0,1.0,1.0,693,0.98,0.8305084745762712,0.8990825688073395,118
True,True,False,0.3,1000,(1 2),False,False,False,96.19118745332338,0.9874213836477987,0.9544072948328267,0.9706336939721792,658,0.907258064516129,0.8555133079847909,0.8806262230919766,263,0.8493150684931506,0.9789473684210527,0.9095354523227384,380,0.8,0.5,0.6153846153846154,8,0.9978070175438597,0.9978070175438597,0.9978070175438597,456,1.0,1.0,1.0,655,0.9719626168224299,0.832,0.896551724137931,125
True,True,False,0.3,1000,(1 2),True,False,False,96.9006721433906,0.9845916795069337,0.9696509863429439,0.9770642201834862,659,0.9282700421940928,0.8661417322834646,0.8961303462321792,254,0.8854415274463007,0.9763157894736842,0.9286608260325407,380,0.6666666666666666,0.75,0.7058823529411765,8,0.9977528089887641,1.0,0.998875140607424,444,1.0,1.0,1.0,681,0.9622641509433962,0.85,0.9026548672566371,120
True,True,False,0.3,1000,(1 2),False,False,True,96.78864824495892,0.9910846953937593,0.9694767441860465,0.9801616458486407,688,0.9051724137931034,0.860655737704918,0.8823529411764706,244,0.8711943793911007,0.9841269841269841,0.924223602484472,378,0.75,0.5,0.6,6,0.9976019184652278,1.0,0.9987995198079231,416,1.0,1.0,1.0,688,0.9915966386554622,0.8428571428571429,0.9111969111969112,140
True,True,False,0.3,1000,(1 3),False,False,False,95.92979835698281,0.992526158445441,0.9623188405797102,0.977189109639441,690,0.8969957081545065,0.8293650793650794,0.8618556701030928,252,0.8408071748878924,0.974025974025974,0.9025270758122744,385,0.6666666666666666,0.6,0.631578947368421,10,1.0,0.9976019184652278,0.9987995198079231,417,0.9985693848354793,1.0,0.9992841803865427,698,0.9473684210526315,0.782608695652174,0.8571428571428571,115
True,True,False,0.3,1000,(1 3),True,False,False,96.97535474234503,0.9939577039274925,0.9591836734693877,0.9762611275964391,686,0.9004149377593361,0.8966942148760331,0.8985507246376812,242,0.8876404494382022,0.9729064039408867,0.9283196239717978,406,0.7142857142857143,0.625,0.6666666666666666,8,1.0,1.0,1.0,403,1.0,1.0,1.0,700,0.9896907216494846,0.8727272727272727,0.9275362318840581,110
True,True,False,0.3,1000,(1 3),False,False,True,96.7513069454817,0.9880418535127056,0.977810650887574,0.9828996282527881,676,0.9295774647887324,0.8389830508474576,0.8819599109131402,236,0.8741721854304636,0.9826302729528535,0.9252336448598131,403,1.0,0.8333333333333334,0.9090909090909091,6,0.992822966507177,0.9975961538461539,0.9952038369304557,416,1.0,0.9985507246376811,0.9992748368382885,690,0.9615384615384616,0.819672131147541,0.8849557522123893,122
True,True,False,0.3,5000,(1 1),False,False,False,96.00448095593727,0.986764705882353,0.9654676258992806,0.976,695,0.9027777777777778,0.8057851239669421,0.851528384279476,242,0.8459770114942529,0.9761273209549072,0.9064039408866994,377,0.75,0.9,0.8181818181818182,10,0.9929742388758782,1.0,0.9964747356051704,424,0.9985549132947977,1.0,0.9992769342010123,691,0.9705882352941176,0.792,0.8722466960352424,125
True,True,False,0.3,5000,(1 1),True,False,False,96.00448095593727,0.9880952380952381,0.967930029154519,0.9779086892488955,686,0.9109311740890689,0.8555133079847909,0.8823529411764706,263,0.8433179723502304,0.9631578947368421,0.8992628992628993,380,0.625,0.8333333333333334,0.7142857142857143,6,0.9952830188679245,1.0,0.9976359338061466,422,1.0,1.0,1.0,670,0.9587628865979382,0.75,0.841628959276018,124
True,True,False,0.3,5000,(1 1),False,False,True,96.4152352501867,0.9880952380952381,0.9623188405797102,0.9750367107195302,690,0.948936170212766,0.8884462151394422,0.9176954732510288,251,0.8459770114942529,0.9761273209549072,0.9064039408866994,377,0.7142857142857143,0.625,0.6666666666666666,8,0.9951573849878934,1.0,0.9975728155339806,411,1.0,1.0,1.0,682,0.954954954954955,0.7910447761194029,0.8653061224489796,134
True,True,False,0.3,5000,(1 2),False,False,False,96.37789395070948,0.9922480620155039,0.9624060150375939,0.9770992366412213,665,0.8846153846153846,0.8448979591836735,0.8643006263048018,245,0.8641686182669789,0.968503937007874,0.9133663366336633,381,0.7142857142857143,0.5555555555555556,0.6250000000000001,9,0.9956236323851203,0.9978070175438597,0.9967141292442497,456,1.0,0.998567335243553,0.9992831541218639,698,0.967741935483871,0.8490566037735849,0.9045226130653267,106
True,True,False,0.3,5000,(1 2),True,False,False,95.92979835698281,0.9849170437405732,0.9518950437317785,0.9681245366938472,686,0.9004149377593361,0.8645418326693227,0.8821138211382115,251,0.8583877995642701,0.9704433497536946,0.9109826589595376,406,0.7142857142857143,0.7142857142857143,0.7142857142857143,7,0.9951573849878934,1.0,0.9975728155339806,411,1.0,1.0,1.0,670,0.9433962264150944,0.7874015748031497,0.8583690987124463,127
True,True,False,0.3,5000,(1 2),False,False,True,96.2285287528006,0.9828660436137072,0.9546142208774584,0.9685341519570223,661,0.9302325581395349,0.8368200836820083,0.8810572687224669,239,0.8395348837209302,0.9809782608695652,0.9047619047619048,368,1.0,0.7142857142857143,0.8333333333333333,7,0.9955555555555555,1.0,0.9977728285077951,448,1.0,1.0,1.0,703,0.9595959595959596,0.8050847457627118,0.8755760368663595,118
True,True,False,0.3,5000,(1 3),False,False,False,96.15384615384616,0.9895522388059701,0.958092485549133,0.973568281938326,692,0.9017094017094017,0.871900826446281,0.8865546218487395,242,0.8513513513513513,0.9742268041237113,0.9086538461538461,388,0.625,0.45454545454545453,0.5263157894736842,11,0.9976076555023924,1.0,0.9988023952095809,417,1.0,1.0,1.0,677,0.9743589743589743,0.8085106382978723,0.8837209302325582,141
True,True,False,0.3,5000,(1 3),True,False,False,96.2285287528006,0.9950900163666121,0.9514866979655712,0.9728,639,0.8888888888888888,0.8674698795180723,0.8780487804878048,249,0.8567961165048543,0.9724517906336089,0.9109677419354839,363,0.7272727272727273,0.8888888888888888,0.7999999999999999,9,0.9931818181818182,1.0,0.9965792474344356,437,1.0,1.0,1.0,739,0.944954128440367,0.8046875,0.869198312236287,128
True,True,False,0.3,5000,(1 3),False,False,True,95.8924570575056,0.9877862595419847,0.9556868537666174,0.9714714714714716,677,0.921161825726141,0.844106463878327,0.8809523809523809,263,0.8303964757709251,0.9766839378238342,0.8976190476190476,386,0.8333333333333334,0.625,0.7142857142857143,8,0.9977324263038548,1.0,0.9988649262202043,440,1.0,0.9984520123839009,0.9992254066615027,646,0.9642857142857143,0.8059701492537313,0.8780487804878049,134
True,True,False,0.35,1000,(1 1),False,False,False,96.30321135175504,0.9857142857142858,0.9642857142857143,0.9748822605965463,644,0.9141630901287554,0.8352941176470589,0.8729508196721312,255,0.8618421052631579,0.9825,0.9182242990654206,400,0.7142857142857143,0.5,0.588235294117647,10,0.9954853273137697,0.997737556561086,0.9966101694915254,442,1.0,1.0,1.0,689,0.9705882352941176,0.825,0.8918918918918919,120
True,True,False,0.35,1000,(1 1),True,False,False,96.52725914861837,0.9898697539797395,0.9771428571428571,0.9834651329978433,700,0.9155555555555556,0.8512396694214877,0.8822269807280514,242,0.8706140350877193,0.9612590799031477,0.9136939010356733,413,0.6666666666666666,0.8,0.7272727272727272,5,0.9976580796252927,1.0,0.9988276670574443,426,0.9984639016897081,1.0,0.9992313604919293,650,0.9603960396039604,0.8016528925619835,0.8738738738738738,121
True,True,False,0.35,1000,(1 1),False,False,True,95.7057505601195,0.9865067466266867,0.9440459110473458,0.9648093841642229,697,0.9,0.8404669260700389,0.8692152917505029,257,0.835214446952596,0.9762532981530343,0.9002433090024331,379,0.6,0.375,0.4615384615384615,8,0.9954545454545455,1.0,0.9977220956719818,438,1.0,1.0,1.0,672,0.9519230769230769,0.825,0.8839285714285714,120
True,True,False,0.35,1000,(1 2),False,False,False,96.26587005227782,0.9881129271916791,0.9568345323741008,0.9722222222222223,695,0.8956521739130435,0.869198312236287,0.8822269807280514,237,0.8626126126126126,0.9770408163265306,0.916267942583732,392,0.8571428571428571,0.6666666666666666,0.75,9,0.9976744186046511,1.0,0.9988358556461001,429,1.0,0.9985272459499264,0.9992630803242447,679,0.9468085106382979,0.7807017543859649,0.8557692307692308,114
True,True,False,0.35,1000,(1 2),True,False,False,96.60194174757282,0.9938461538461538,0.9613095238095238,0.9773071104387292,672,0.9227467811158798,0.8634538152610441,0.8921161825726142,249,0.8594470046082949,0.9764397905759162,0.9142156862745097,382,0.625,0.7142857142857143,0.6666666666666666,7,0.9931192660550459,1.0,0.9965477560414269,433,1.0,0.9985228951255539,0.999260901699926,677,0.9809523809523809,0.8442622950819673,0.907488986784141,122
True,True,False,0.35,1000,(1 2),False,False,True,95.96713965646005,0.9955223880597015,0.9638728323699421,0.9794419970631424,692,0.8807339449541285,0.8384279475982532,0.8590604026845637,229,0.8421052631578947,0.9735449735449735,0.9030674846625767,378,0.5,0.3333333333333333,0.4,6,0.9930875576036866,1.0,0.9965317919075144,431,1.0,1.0,1.0,678,0.954954954954955,0.7737226277372263,0.8548387096774194,137
True,True,False,0.35,1000,(1 3),False,False,False,96.34055265123226,0.9880059970014993,0.962043795620438,0.9748520710059172,685,0.883177570093458,0.8146551724137931,0.8475336322869954,232,0.8702460850111857,0.9773869346733668,0.9207100591715977,398,0.8333333333333334,0.8333333333333334,0.8333333333333334,6,0.990632318501171,1.0,0.9952941176470588,423,0.9985163204747775,0.9985163204747775,0.9985163204747775,674,0.990909090909091,0.8582677165354331,0.9198312236286921,127
True,True,False,0.35,1000,(1 3),True,False,False,96.4152352501867,0.9820089955022488,0.9632352941176471,0.9725315515961397,680,0.9041095890410958,0.8646288209606987,0.8839285714285714,229,0.8747044917257684,0.9788359788359788,0.923845193508115,378,0.5555555555555556,0.7142857142857143,0.6250000000000001,7,1.0,0.9977064220183486,0.9988518943742823,436,0.9985569985569985,1.0,0.9992779783393501,692,0.9586776859504132,0.8055555555555556,0.8754716981132076,144
True,True,False,0.35,1000,(1 3),False,False,True,96.4152352501867,0.9910846953937593,0.9680696661828737,0.9794419970631425,689,0.9169960474308301,0.8754716981132076,0.8957528957528959,265,0.8629213483146068,0.9696969696969697,0.9131985731272295,396,0.75,1.0,0.8571428571428571,6,0.9951338199513382,1.0,0.9975609756097561,409,1.0,1.0,1.0,668,0.9655172413793104,0.7943262411347518,0.8715953307392997,141
True,True,False,0.35,5000,(1 1),False,False,False,96.26587005227782,0.9878048780487805,0.9529411764705882,0.9700598802395209,680,0.8924302788844621,0.8615384615384616,0.8767123287671232,260,0.8588516746411483,0.9755434782608695,0.9134860050890584,368,1.0,0.6666666666666666,0.8,3,0.9935622317596566,1.0,0.9967707212055974,463,1.0,0.9984871406959153,0.9992429977289932,661,0.9732142857142857,0.8449612403100775,0.9045643153526971,129
True,True,False,0.35,5000,(1 1),True,False,False,95.8924570575056,0.9862385321100917,0.9527326440177253,0.9691960931630353,677,0.8949579831932774,0.848605577689243,0.8711656441717792,251,0.8397129186602871,0.9696132596685083,0.9,362,0.5,0.4,0.4444444444444445,5,1.0,1.0,1.0,434,0.9985754985754985,1.0,0.9992872416250891,701,0.9495798319327731,0.8188405797101449,0.8793774319066149,138
True,True,False,0.35,5000,(1 1),False,False,True,97.12471994025393,0.9896142433234422,0.9694767441860465,0.9794419970631425,688,0.9330357142857143,0.8744769874476988,0.9028077753779697,239,0.8838862559241706,0.9867724867724867,0.9325,378,0.875,0.7,0.7777777777777777,10,0.9977116704805492,0.9977116704805492,0.9977116704805492,437,1.0,1.0,1.0,670,0.9652173913043478,0.8671875,0.9135802469135802,128
True,True,False,0.35,5000,(1 2),False,False,False,96.15384615384616,0.9855699855699855,0.9552447552447553,0.9701704545454546,715,0.8764940239043825,0.8764940239043825,0.8764940239043825,251,0.855,0.9661016949152542,0.9071618037135277,354,0.6666666666666666,1.0,0.8,2,0.9976359338061466,0.9976359338061466,0.9976359338061466,423,1.0,0.9985141158989599,0.9992565055762082,673,0.9809523809523809,0.7984496124031008,0.8803418803418802,129
True,True,False,0.35,5000,(1 2),True,False,False,96.34055265123226,0.9881305637982196,0.9527896995708155,0.9701383831026948,699,0.88671875,0.9007936507936508,0.8937007874015749,252,0.8708920187793427,0.961139896373057,0.9137931034482758,386,0.8888888888888888,0.8,0.8421052631578948,10,0.9976470588235294,0.9976470588235294,0.9976470588235294,425,1.0,1.0,1.0,661,0.9629629629629629,0.832,0.8927038626609441,125
True,True,False,0.35,5000,(1 2),False,False,True,96.30321135175504,0.993798449612403,0.9538690476190477,0.973424449506454,672,0.8866396761133604,0.8521400778210116,0.8690476190476192,257,0.8649885583524027,0.9717223650385605,0.9152542372881355,389,0.75,0.8571428571428571,0.7999999999999999,7,0.9952380952380953,1.0,0.9976133651551313,418,1.0,1.0,1.0,685,0.9649122807017544,0.859375,0.9090909090909092,128
True,True,False,0.35,5000,(1 3),False,False,False,96.15384615384616,0.9854439592430859,0.9562146892655368,0.9706093189964159,708,0.897196261682243,0.8384279475982532,0.8668171557562077,229,0.8487584650112867,0.9868766404199475,0.9126213592233009,381,1.0,0.6363636363636364,0.7777777777777778,11,0.9953917050691244,1.0,0.997690531177829,432,1.0,0.9984917043740573,0.999245283018868,663,0.9818181818181818,0.8181818181818182,0.8925619834710744,132
True,True,False,0.35,5000,(1 3),True,False,False,96.56460044809559,0.9909365558912386,0.956268221574344,0.9732937685459939,686,0.9146341463414634,0.8687258687258688,0.891089108910891,259,0.8681818181818182,0.9820051413881749,0.9215922798552473,389,0.7777777777777778,1.0,0.8750000000000001,7,0.9976133651551312,1.0,0.998805256869773,418,0.9984962406015038,1.0,0.9992475545522949,664,0.9722222222222222,0.84,0.9012875536480687,125
True,True,False,0.35,5000,(1 3),False,False,True,96.56460044809559,0.9912536443148688,0.9672830725462305,0.9791216702663786,703,0.8977777777777778,0.8595744680851064,0.8782608695652173,235,0.8662131519274376,0.9695431472081218,0.9149700598802396,394,1.0,0.7272727272727273,0.8421052631578948,11,0.9976958525345622,0.9976958525345622,0.9976958525345622,434,0.9985029940119761,1.0,0.9992509363295881,667,0.9811320754716981,0.8455284552845529,0.9082969432314412,123
